msg, files, lines, committer_date, 'modified_files'
Build: Disable CI for anything in open-api or format doc directories (#4286),4,8,2022-03-07 18:48:57-08:00,"['flink-ci.yml', 'hive-ci.yml', 'java-ci.yml', 'spark-ci.yml']"
"Build: Align the module name among spark2.4, spark3.0, spark3.1 and spark3.2 (#4158)",5,103,2022-03-08 16:22:52+08:00,"['spark-ci.yml', 'jmh.gradle', 'settings.gradle', 'build.gradle', 'build.gradle']"
Build: Trigger CI when pushing to a release branch or tag (#4287),6,18,2022-03-08 09:18:17-08:00,"['flink-ci.yml', 'hive-ci.yml', 'java-ci.yml', 'python-ci.yml', 'python-legacy-ci.yml', 'spark-ci.yml']"
Nessie: Bump Nessie to 0.21.2 (#4290),1,2,2022-03-08 09:19:32-08:00,['versions.props']
Core: Implement table refs in TableMetadataParser (#4260),3,190,2022-03-08 09:23:58-08:00,"['TableMetadata.java', 'TableMetadataParser.java', 'TestTableMetadata.java']"
"Spark: Allow Bin-Pack optimization to work across different partition specs (#4279)

Previously, Bin-Pack would always use a NONE distribution for rewriting datafiles. This assumed
that incoming datafiles were from the same partition as the new output files would
be written to. When the spec is changed, the data must be resorted to place the data in the
new correct partitions.",2,38,2022-03-09 15:16:46-06:00,"['Spark3BinPackStrategy.java', 'TestRewriteDataFilesAction.java']"
Core: Fix deleted data files validation in OverwriteFiles (#4303),2,61,2022-03-09 14:07:08-08:00,"['BaseOverwriteFiles.java', 'TestOverwriteWithValidation.java']"
AWS : use additionalLocations in glue table to store location info (#4248),4,70,2022-03-09 15:44:43-08:00,"['GlueTestBase.java', 'TestGlueCatalogTable.java', 'IcebergToGlueConverter.java', 'TestIcebergToGlueConverter.java']"
Flink: Use a worker pool per job in operators (#4177),14,158,2022-03-11 08:21:48-08:00,"['ThreadPools.java', 'FlinkConfigOptions.java', 'FlinkDynamicTableFactory.java', 'IcebergTableSink.java', 'FlinkSink.java', 'IcebergFilesCommitter.java', 'FlinkInputFormat.java', 'FlinkSource.java', 'FlinkSplitPlanner.java', 'ScanContext.java', 'StreamingMonitorFunction.java', 'TestIcebergFilesCommitter.java', 'SplitHelpers.java', 'TestStreamingReaderOperator.java']"
ORC: Fix typo in orcColumnType (#4297),1,4,2022-03-11 14:10:00-08:00,['ORCSchemaUtil.java']
Nessie: Bump version from 0.21.2 to 0.22.0 (#4314),1,2,2022-03-11 14:13:18-08:00,['versions.props']
Core: Add delete_files metadata table (#4243),11,791,2022-03-11 15:21:40-08:00,"['AllDataFilesTable.java', 'BaseFilesTable.java', 'DataFilesTable.java', 'DeleteFilesTable.java', 'MetadataTableType.java', 'MetadataTableUtils.java', 'TableTestBase.java', 'TestMetadataTableScans.java', 'HadoopTableTestBase.java', 'TestTableSerialization.java', 'TestMetadataTables.java']"
Flink: Remove deprecated calls to enable blink planner (#4315),6,16,2022-03-13 09:25:59-07:00,"['FlinkTestBase.java', 'TestFlinkTableSink.java', 'TestIcebergConnector.java', 'ChangeLogTableTestBase.java', 'TestFlinkScanSql.java', 'TestStreamScanSql.java']"
Core: Fix NPE after HadoopMetricsContext deserialization (#4309),2,84,2022-03-13 09:35:47-07:00,"['HadoopMetricsContext.java', 'TestHadoopMetricsContextSerialization.java']"
Build: Upgrade to Gradle 7.4.1 (#4306),2,6,2022-03-13 09:49:48-07:00,"['gradle-wrapper.properties', 'gradlew']"
"Spark: Use withNullability instead of a new AttributeRef (#4133)

Co-authored-by: Prashant Singh <psinghvk@amazon.com>",1,2,2022-03-13 10:19:07-07:00,['RewriteMergeIntoTable.scala']
Flink: Add FLIP-27 split assigner (#4270),8,553,2022-03-13 10:47:42-07:00,"['GetSplitResult.java', 'SimpleSplitAssigner.java', 'SimpleSplitAssignerFactory.java', 'SplitAssigner.java', 'SplitAssignerFactory.java', 'IcebergSourceSplitState.java', 'IcebergSourceSplitStatus.java', 'TestSimpleSplitAssigner.java']"
Spark: Exclude Netty from Spark runtime modules (#4110),12,1052,2022-03-13 16:40:34-07:00,"['build.gradle', 'LICENSE', 'NOTICE', 'build.gradle', 'LICENSE', 'NOTICE', 'build.gradle', 'LICENSE', 'NOTICE', 'build.gradle', 'LICENSE', 'NOTICE']"
"Spark 3.1: Support PURGE flag in DROP TABLE (#4277)

Co-authored-by: xianyangliu <xianyangliu@tencent.com>",3,205,2022-03-13 16:44:22-07:00,"['SparkCatalog.java', 'SparkSessionCatalog.java', 'TestDropTable.java']"
Spark: Simplify validation in BaseRewriteDataFilesSparkAction (#4324),1,2,2022-03-14 08:48:52-05:00,['BaseRewriteDataFilesSparkAction.java']
AWS: support object tagging for S3FileIO during write (#4259),9,175,2022-03-14 09:36:26-07:00,"['AwsProperties.java', 'BaseS3File.java', 'S3FileIO.java', 'S3OutputFile.java', 'S3OutputStream.java', 'TestGlueCatalog.java', 'TestS3FileIO.java', 'TestS3OutputStream.java', 'PropertyUtil.java']"
Docs: Add S3 Tagging docs (#4323),1,16,2022-03-14 10:08:15-07:00,['aws.md']
Core: Clarify ValidationException Javadoc (#4258),1,6,2022-03-14 11:29:02-07:00,['ValidationException.java']
Spark 3.2: Cleanup DataFrame.overwritePartitions isolation level handling (#4310),2,31,2022-03-14 16:18:02-07:00,"['TestConflictValidation.java', 'SparkWrite.java']"
Core: Add table error handler (#4321),1,18,2022-03-14 16:40:36-07:00,['ErrorHandlers.java']
Core: Add MetadataUpdate.applyTo to re-apply changes (#4320),2,175,2022-03-14 19:55:13-07:00,"['MetadataUpdate.java', 'TableMetadata.java']"
Core: Add transaction catalog tests (#4319),6,1483,2022-03-14 20:19:23-07:00,"['CharSequenceSet.java', 'BaseMetastoreCatalog.java', 'BaseMetastoreTableOperations.java', 'JdbcTableOperations.java', 'CatalogTests.java', 'HiveCreateReplaceTableTest.java']"
Build: Test flink modules for both scala 2.11 and 2.12 (#4179),1,32,2022-03-15 12:08:24+08:00,['flink-ci.yml']
"Spark: Fix Rewrite Overlap Test Function (#4278)

Previously the overlap function would not correctly find overlaps when the bounds for
overlapping files were equivelent, or if a single file was returned. The new function
correctly only ignores files that are exactly the same (path and bounds) and throws an
error if overlaps are being checked for on a single file.",1,44,2022-03-15 11:00:21-05:00,['TestRewriteDataFilesAction.java']
Spark 3.1: Simplify validation in BaseRewriteDataFilesSparkAction - Backport #4324 (#4331),1,2,2022-03-15 11:06:26-05:00,['BaseRewriteDataFilesSparkAction.java']
Spark 3.0: Simplify validation in BaseRewriteDataFilesSparkAction  - Backport #4324 (#4332),1,2,2022-03-15 11:06:59-05:00,['BaseRewriteDataFilesSparkAction.java']
Spec: Update REST spec with changes needed for transactions (#4335),1,68,2022-03-15 09:56:25-07:00,['rest-catalog-open-api.yaml']
Spark: Backport of #4278 - Fix Overlap Function (#4327),2,86,2022-03-15 14:39:30-05:00,"['TestRewriteDataFilesAction.java', 'TestRewriteDataFilesAction.java']"
Core: Fix ValidationException on metadata-only delete of certain delete files (#4304),3,54,2022-03-15 14:02:57-07:00,"['ManifestFilterManager.java', 'TestDelete.java', 'TestHelpers.java']"
"AWS: Add SupportBulkOperation interface. S3FileIO implementation will perform a batch deletion using RemoveObjects API (#4052)

Thanks @amogh-jahagirdar!",7,343,2022-03-15 14:38:06-07:00,"['BulkDeletionFailureException.java', 'SupportsBulkOperations.java', 'TestS3FileIOIntegration.java', 'AwsProperties.java', 'S3FileIO.java', 'TestAwsProperties.java', 'TestS3FileIO.java']"
"Core : Don't consider groups for compaction if they have a single file… (#3676)

Avoid rewrite datafile operations that are essentially NOOPs. Previously single file compactions were possible when minInputFiles was = 1, these compactions would read and write the same file which had no benefit. Now only rewrite cases where the output would differ from the input are considered.",2,60,2022-03-15 16:42:52-05:00,"['BinPackStrategy.java', 'TestBinPackStrategy.java']"
"Style: Add checkstyle rule to prevent using raw ConcurrentHashMap, LinkedHashSet (#4296)

Adds Style rules for new ConcurrentHashMap and alike to be rejected in favor of Guava collection apis.",9,48,2022-03-16 09:07:28-05:00,"['checkstyle.xml', 'DynClasses.java', 'MockS3Client.java', 'TestFlinkParquetReader.java', 'TestParquet.java', 'TestPartitionPruning.java', 'TestPartitionPruning.java', 'TestPartitionPruning.java', 'TestPartitionPruning.java']"
Core: Use existing SnapshotRefParser in TableMetadataParser (#4294),1,31,2022-03-16 08:31:06-07:00,['TableMetadataParser.java']
Core: Add REST catalog table requests and responses. (#4322),4,743,2022-03-16 08:41:52-07:00,"['CreateTableRequest.java', 'UpdateTableRequest.java', 'DropTableResponse.java', 'LoadTableResponse.java']"
Spark: Update gradle commands for running individual Spark 3.2 JMH tests (#4328),20,102,2022-03-16 08:43:24-07:00,"['AvroWritersBenchmark.java', 'IcebergSourceFlatAvroDataReadBenchmark.java', 'IcebergSourceNestedAvroDataReadBenchmark.java', 'IcebergSourceFlatORCDataReadBenchmark.java', 'IcebergSourceNestedListORCDataWriteBenchmark.java', 'IcebergSourceNestedORCDataReadBenchmark.java', 'IcebergSourceFlatParquetDataFilterBenchmark.java', 'IcebergSourceFlatParquetDataReadBenchmark.java', 'IcebergSourceFlatParquetDataWriteBenchmark.java', 'IcebergSourceNestedListParquetDataWriteBenchmark.java', 'IcebergSourceNestedParquetDataFilterBenchmark.java', 'IcebergSourceNestedParquetDataReadBenchmark.java', 'IcebergSourceNestedParquetDataWriteBenchmark.java', 'IcebergSourceParquetEqDeleteBenchmark.java', 'IcebergSourceParquetMultiDeleteFileBenchmark.java', 'IcebergSourceParquetPosDeleteBenchmark.java', 'IcebergSourceParquetWithUnrelatedDeleteBenchmark.java', 'ParquetWritersBenchmark.java', 'VectorizedReadDictionaryEncodedFlatParquetDataBenchmark.java', 'VectorizedReadFlatParquetDataBenchmark.java']"
Avro: Fix Javadoc links (#4339),1,8,2022-03-16 08:45:20-07:00,['AvroSchemaUtil.java']
Flink: Fix dropped parallelism in ScanContext (#4341),1,4,2022-03-16 08:47:53-07:00,['ScanContext.java']
AWS: Fix S3FileIOIntegrationTest failure (#4347),1,2,2022-03-16 11:35:45-07:00,['S3FileIO.java']
Parquet: Close ColumnWriteStore during flush (#4338),1,1,2022-03-16 12:36:31-07:00,['ParquetWriter.java']
Core: Skip context for object storage in table prefixes (#4349),2,32,2022-03-16 16:18:06-07:00,"['LocationProviders.java', 'TestLocationProvider.java']"
Docs: Update section on inspecting tables (#4255),1,4,2022-03-16 16:55:43-07:00,['spark-queries.md']
Spark 3.2: Support isolation levels in overwrite by filter (#4293),2,212,2022-03-16 23:37:46-07:00,"['TestConflictValidation.java', 'SparkWrite.java']"
AWS: Move S3 writeTags to AwsProperties (#4350),7,128,2022-03-17 13:24:07-07:00,"['AwsProperties.java', 'BaseS3File.java', 'S3FileIO.java', 'S3OutputFile.java', 'S3OutputStream.java', 'TestS3FileIO.java', 'TestS3OutputStream.java']"
AWS: Fix TestGlueCatalogTable failure (#4355),1,6,2022-03-17 16:59:59-07:00,['TestGlueCatalogTable.java']
AWS: Remove get from getter method (#4357),3,6,2022-03-17 20:29:24-07:00,"['AwsProperties.java', 'S3OutputStream.java', 'TestS3OutputStream.java']"
AWS: Add TagSession support in AssumeRoleAwsClientFactory (#4358),3,32,2022-03-17 20:35:20-07:00,"['TestAssumeRoleAwsClientFactory.java', 'AssumeRoleAwsClientFactory.java', 'AwsProperties.java']"
"Revert ""Spark: Exclude Netty from Spark runtime modules (#4110)"" (#4344)

This reverts commit eace97307cecf1e6a8cdd96cf78a5d0847ea1cb7.",12,1052,2022-03-18 12:13:06-07:00,"['build.gradle', 'LICENSE', 'NOTICE', 'build.gradle', 'LICENSE', 'NOTICE', 'build.gradle', 'LICENSE', 'NOTICE', 'build.gradle', 'LICENSE', 'NOTICE']"
API: Add UnboundSortOrder that has no schema (#4360),6,264,2022-03-18 14:04:36-07:00,"['SortOrder.java', 'UnboundSortOrder.java', 'MetadataUpdate.java', 'SortOrderParser.java', 'TableMetadata.java', 'RESTSerializers.java']"
API: Add UnboundPartitionSpec for serialization (#4361),7,240,2022-03-20 09:13:43-07:00,"['PartitionSpec.java', 'SortOrder.java', 'UnboundPartitionSpec.java', 'MetadataUpdate.java', 'PartitionSpecParser.java', 'TableMetadata.java', 'RESTSerializers.java']"
AWS : make passing s3WriteTags javaDoc example engine agnostic (#4351),1,2,2022-03-20 10:50:44-07:00,['AwsProperties.java']
"Docs: Clarify ""read-optimized"" (#4352)

Co-authored-by: 吴文池 <wuwenchi@deepexi.com>",1,2,2022-03-20 14:08:22-07:00,['spec.md']
Core: Update DELETE routes to use 204 for success (#4366),1,40,2022-03-20 15:20:05-07:00,['rest-catalog-open-api.yaml']
ORC: Read configured key-value from table properties. (#4291),2,103,2022-03-21 18:01:10+08:00,"['TableProperties.java', 'ORC.java']"
Dell: Add Dell EMC EcsCatalog.  (#4221),15,1332,2022-03-21 19:39:23+08:00,"['build.gradle', 'EcsCatalog.java', 'EcsTableOperations.java', 'EcsURI.java', 'PropertiesSerDesUtil.java', 'TestEcsCatalog.java', 'TestEcsTableOperations.java', 'TestEcsURI.java', 'TestPropertiesSerDesUtil.java', 'MockDellClientFactory.java', 'EcsS3MockRule.java', 'MockS3Client.java', 'ObjectData.java', 'ObjectId.java', 'TestExceptionCode.java']"
Flink: Remove redundant reuseContainers (#4375),3,3,2022-03-22 20:43:08+08:00,"['RowDataFileScanTaskReader.java', 'RowDataFileScanTaskReader.java', 'RowDataFileScanTaskReader.java']"
Core: Remove unnecessary fully qualified name (#4374),1,4,2022-03-22 08:57:16-07:00,['AvroSchemaUtil.java']
Docs: Update Spark Write Conf docs for isolation-level (#4369),1,3,2022-03-22 14:28:26-05:00,['spark-configuration.md']
Core: Add ErrorResponse to RESTSerializers (#4236),1,20,2022-03-22 12:36:03-07:00,['RESTSerializers.java']
Core: Include delete files in 'files' and add 'data_files' table (#4336),8,758,2022-03-22 14:20:44-07:00,"['DataFilesTable.java', 'FilesTable.java', 'MetadataTableType.java', 'MetadataTableUtils.java', 'TestMetadataTableFilters.java', 'TestMetadataTableScans.java', 'TestMetadataTables.java', 'TestHelpers.java']"
Python: Add doctest to tox (#4285),6,99,2022-03-22 15:11:50-07:00,"['setup.cfg', 'setup.py', 'expressions.py', 'pyarrow.py', 'types.py', 'tox.ini']"
Core: Add RESTCatalog and RESTTableOperations (#4348),9,1416,2022-03-22 15:53:54-07:00,"['UnprocessableEntityException.java', 'BaseTransaction.java', 'CatalogHandlers.java', 'RESTCatalog.java', 'RESTTableOperations.java', 'UpdateNamespacePropertiesRequest.java', 'CatalogTests.java', 'RESTCatalogAdapter.java', 'TestRESTCatalog.java']"
GCP: Add metrics tracking for GCSFileIO (#4267),8,110,2022-03-22 17:13:44-07:00,"['BaseGCSFile.java', 'GCSFileIO.java', 'GCSInputFile.java', 'GCSInputStream.java', 'GCSOutputFile.java', 'GCSOutputStream.java', 'GCSInputStreamTest.java', 'GCSOutputStreamTest.java']"
Core: Make removal of delete files optional in manifest filtering (#4370),2,86,2022-03-22 20:33:14-07:00,"['ManifestFilterManager.java', 'TestOverwriteWithValidation.java']"
API: Fix NPE when validating identifier fields (#4372),2,12,2022-03-23 10:25:34-07:00,"['Schema.java', 'TestSchemaUpdate.java']"
Docs: Fix wrong ordering of arguments in nessie catalog example (#4378),1,2,2022-03-23 13:09:11-07:00,['nessie.md']
AWS: support choosing Apache HTTP client as default (#4371),5,67,2022-03-23 16:48:08-07:00,"['TestAssumeRoleAwsClientFactory.java', 'AssumeRoleAwsClientFactory.java', 'AwsClientFactories.java', 'AwsProperties.java', 'build.gradle']"
Clarify timestamp in stored procedures (#4379),4,16,2022-03-24 11:13:13+08:00,"['spark-procedures.md', 'RollbackToTimestampProcedure.java', 'RollbackToTimestampProcedure.java', 'RollbackToTimestampProcedure.java']"
AWS: Add LakeFormation credential support for GlueCatalog (#4280),7,411,2022-03-23 20:22:26-07:00,"['TestLakeFormationAwsClientFactory.java', 'AssumeRoleAwsClientFactory.java', 'AwsClientFactories.java', 'AwsProperties.java', 'GlueCatalog.java', 'LakeFormationAwsClientFactory.java', 'build.gradle']"
AWS: Add support for s3 access points (#4334),12,262,2022-03-23 22:06:49-07:00,"['AwsIntegTestUtil.java', 'TestS3FileIOIntegration.java', 'AssumeRoleAwsClientFactory.java', 'AwsClientFactories.java', 'AwsProperties.java', 'LakeFormationAwsClientFactory.java', 'S3FileIO.java', 'S3InputFile.java', 'S3OutputFile.java', 'S3URI.java', 'TestS3URI.java', 'build.gradle']"
ORC : Avoid modifying existing conf of HadoopOutputFile rather create new one (#4384),1,15,2022-03-24 18:30:47+08:00,['ORC.java']
Core: Make DeleteFilter's constructor parameters more specific (#4381),5,28,2022-03-24 09:50:41-07:00,"['DeleteFilter.java', 'GenericDeleteFilter.java', 'RowDataFileScanTaskReader.java', 'BatchDataReader.java', 'RowDataReader.java']"
Spark: Update older DeleteFile constructor parameters (#4394),5,10,2022-03-24 14:43:20-07:00,"['RowDataFileScanTaskReader.java', 'RowDataFileScanTaskReader.java', 'RowDataReader.java', 'RowDataReader.java', 'RowDataReader.java']"
Data: fix typo in TableMigrationUtil (#4400),1,12,2022-03-25 13:09:25+01:00,['TableMigrationUtil.java']
Docs: Fix javadoc link for RewriteManifests (#4390),1,2,2022-03-25 10:12:35-07:00,['spark-procedures.md']
Core: Add HTTPClient implementation of RESTClient (#4245),7,592,2022-03-27 14:03:20-07:00,"['build.gradle', 'HTTPClient.java', 'RESTClient.java', 'HttpMethod.java', 'RESTCatalogAdapter.java', 'TestHTTPClient.java', 'versions.props']"
Spec: Clean up error responses in REST protocol (#4367),1,134,2022-03-27 14:35:58-07:00,['rest-catalog-open-api.yaml']
Core: Fix test helper visibility in HTTPClient.Builder (#4414),1,10,2022-03-27 16:36:27-07:00,['HTTPClient.java']
Spark: Update Spark 3.2 JMH Benchmark javadocs (#4409),24,56,2022-03-27 16:37:29-07:00,"['SparkParquetReadersFlatDataBenchmark.java', 'SparkParquetReadersNestedDataBenchmark.java', 'SparkParquetWritersFlatDataBenchmark.java', 'SparkParquetWritersNestedDataBenchmark.java', 'AvroWritersBenchmark.java', 'IcebergSourceFlatAvroDataReadBenchmark.java', 'IcebergSourceNestedAvroDataReadBenchmark.java', 'IcebergSourceFlatORCDataReadBenchmark.java', 'IcebergSourceNestedListORCDataWriteBenchmark.java', 'IcebergSourceNestedORCDataReadBenchmark.java', 'IcebergSourceFlatParquetDataFilterBenchmark.java', 'IcebergSourceFlatParquetDataReadBenchmark.java', 'IcebergSourceFlatParquetDataWriteBenchmark.java', 'IcebergSourceNestedListParquetDataWriteBenchmark.java', 'IcebergSourceNestedParquetDataFilterBenchmark.java', 'IcebergSourceNestedParquetDataReadBenchmark.java', 'IcebergSourceNestedParquetDataWriteBenchmark.java', 'IcebergSourceParquetEqDeleteBenchmark.java', 'IcebergSourceParquetMultiDeleteFileBenchmark.java', 'IcebergSourceParquetPosDeleteBenchmark.java', 'IcebergSourceParquetWithUnrelatedDeleteBenchmark.java', 'ParquetWritersBenchmark.java', 'VectorizedReadDictionaryEncodedFlatParquetDataBenchmark.java', 'VectorizedReadFlatParquetDataBenchmark.java']"
